component,N,mean_ms,std_ms
T_pm_base,1,2.4779706494882703,0.3091178618142996
T_pm_base,2,2.6750615157652646,0.04093967709190844
T_pm_base,3,3.633054898818955,0.03192907892466365
T_pm_base,4,4.577040404547006,0.031430579627483246
T_pm_base,5,5.620764777995646,0.06211348784183067
T_pm_base,6,6.615715706720948,0.036386170528589785
T_pm_base,7,7.490781752858311,0.07445949670194142
T_pm_base,8,8.477353246416897,0.029260619550559874
T_pm_base,9,9.444096038350835,0.03606385223209833
T_pm_base,10,10.42638416402042,0.05423648762122474
T_pm_base,11,11.341980454744771,0.05488100427362467
T_pm_base,12,12.300369335571304,0.04264333996615946
T_pm_base,13,13.260332448408008,0.04208660711606971
T_pm_base,14,14.192015439039096,0.06174899201779258
T_pm_base,15,15.18779369071126,0.04268962604197374
T_pm_base,16,16.119025310035795,0.06922506299081754
T_pm_base,17,17.07405385095626,0.04921357744254593
T_pm_base,18,18.03226845804602,0.053787822094692316
T_pm_base,19,18.983567447867244,0.05010848161221525
T_pm_base,20,19.87579720444046,0.055587661829218135
T_pm_base,21,20.931154931895435,0.09561555034073996
T_pm_base,22,21.73819798626937,0.052806503560705376
T_pm_base,23,22.747144458116964,0.049798410997489516
T_pm_base,24,23.709248192608356,0.06210889062172246
T_pm_base,25,24.664413218852133,0.0799199655223666
T_pm_base,26,25.598366651684046,0.05974987701253672
T_pm_base,27,26.584649964934215,0.08239562628277719
T_pm_base,28,27.488383802119642,0.07500601790503947
T_pm_base,29,28.53957374463789,0.15508639856028908
T_pm_base,30,29.3838313955348,0.0687459946232318
T_pm_base,31,30.32867296715267,0.06427107593641831
T_pm_base,32,31.305021949810907,0.11687277759019014
T_pm_base,33,32.29005278553814,0.08111935356647129
T_pm_base,34,33.245347399497405,0.07858699124454914
T_pm_base,35,34.19927875511348,0.06522046373472366
T_pm_base,36,35.14825289021246,0.09797826609351874
T_pm_base,37,36.09228925779462,0.0905880745498538
T_pm_base,38,37.02846185187809,0.1331793991007623
T_pm_base,39,37.970405764644966,0.12674768525883814
T_pm_base,40,38.8884581043385,0.09335285575013441
T_pm_base,41,39.81078406795859,0.09175945042257655
T_pm_base,42,40.75740167172626,0.11731729387192746
T_pm_base,43,41.68036756454967,0.11022129143271388
T_pm_base,44,42.598218127386644,0.09762900062745118
T_pm_base,45,43.52339859469794,0.12679422155036657
T_pm_base,46,44.42803170531988,0.13292973005801242
T_pm_base,47,45.387187105370685,0.09053585329234734
T_pm_base,48,46.30850161775015,0.06868670694694486
T_pm_base,49,47.19270404893905,0.14755576980367768
T_pm_base,50,48.72016428853385,0.9414247584420068
T_pm_base,51,49.323764559812844,0.13298135655764762
T_pm_base,52,50.704698130721226,0.41256237308944094
T_pm_base,53,51.46979184355587,0.26847509878214576
T_pm_base,54,52.27624585386366,0.2471651283399946
T_pm_base,55,53.144116600742564,0.2525262978988371
T_pm_base,56,54.176453687250614,0.2742125905371597
T_pm_base,57,55.293548898771405,0.33518362283449094
T_pm_base,58,56.209815584588796,0.23312712686179102
T_pm_base,59,56.9669104530476,0.20222453157148335
T_pm_base,60,57.85277995164506,0.17601341017596092
T_pm_base,61,58.852547261631116,0.20061550438933254
T_pm_base,62,60.09819276514463,0.7095679624726228
T_pm_base,63,60.718932101735845,0.2562887891995302
T_pm_base,64,61.76115589332767,0.21504922772639062
T_pm_base,65,62.6053623505868,0.17497649169905538
T_pm_base,66,63.395446742651984,0.1380069811108748
T_pm_base,67,64.3834263086319,0.4243409078678581
T_pm_base,68,65.18890759325586,0.13416924235947644
T_pm_base,69,66.09052474377677,0.11979863224538076
T_pm_base,70,67.21853339695372,0.821772460613573
T_pm_base,71,68.3463342487812,0.3710082280461566
T_pm_base,72,69.16074503678828,0.8742550294483095
T_pm_base,73,69.98778195702471,0.44760178370303627
T_pm_base,74,70.94257563003339,0.14100206650245348
T_pm_base,75,71.80308480747044,0.2187315033873392
T_pm_base,76,72.71659330581315,0.18315072417648567
T_pm_base,77,73.49329029093497,0.1730106523474606
T_pm_base,78,74.64623032137752,0.15862375487712213
T_pm_base,79,75.36133614485152,0.19356712816803995
T_pm_base,80,76.27376928576268,0.2127747177078913
T_pm_base,81,77.33511146507226,0.224928771804495
T_pm_base,82,78.26888118870556,0.1417573876916298
T_pm_base,83,79.37833770411089,0.1907291821090928
T_pm_base,84,80.20728190313093,0.13352578315179411
T_pm_base,85,81.09377699438483,0.14106833097874
T_pm_base,86,82.03581025009044,0.19273913988142904
T_pm_base,87,83.09862809837796,0.15119616572727856
T_pm_base,88,83.9169432525523,0.20603317108038413
T_pm_base,89,84.82486581779085,0.17504541570954685
T_pm_base,90,85.98760797758587,0.19713947482881206
T_pm_base,91,86.76675133756362,0.20718924359187546
T_pm_base,92,87.81649039010517,0.16469688994510548
T_pm_base,93,88.66190501139499,0.2485865328090091
T_pm_base,94,89.68941489001736,0.1877429334054715
T_pm_base,95,90.78639302751981,0.21665243981307056
T_pm_base,96,91.82491904939525,0.5014134557048623
T_pm_base,97,92.83459682483226,0.2996853009109798
T_pm_base,98,93.76863203360699,0.7902140657572906
T_pm_base,99,94.69607010250911,0.294467580253508
T_pm_base,100,95.7104726403486,0.2824835706876088
T_pm_base,101,97.03706508735195,0.8814434010652976
T_pm_base,102,97.59135586791672,0.28004163186613945
T_pm_base,103,98.78388372599147,0.8095083214530928
T_pm_base,104,99.57027380005457,0.24527301164393697
T_pm_base,105,100.41356541332789,0.1882371776762962
T_pm_base,106,101.45501475781202,0.7942897874099608
T_pm_base,107,102.0723688416183,0.24383533270295285
T_pm_base,108,103.0249560426455,0.3198586499903514
T_pm_base,109,104.25050249905325,0.2775102854636581
T_pm_base,110,105.09767874027602,0.1779084744811818
T_pm_base,111,106.36664486373775,0.7733758214344497
T_pm_base,112,106.86961308820173,0.24702511489997944
T_pm_base,113,108.33408939070068,0.8600178642018799
T_pm_base,114,108.52182797971182,0.22352306694496957
T_pm_base,115,109.54698105342686,0.2088301073021751
T_pm_base,116,110.51418620045297,0.8591969180109814
T_pm_base,117,111.28073129802942,0.4738901846993406
T_pm_base,118,112.23401625175029,0.21940986709771013
T_pm_base,119,113.22639606660232,0.250577840127522
T_pm_base,120,114.1232690482866,0.22465293860733992
T_pm_base,121,114.98928575310856,0.18241268293439156
T_pm_base,122,115.80109681235626,0.21240778966461288
T_pm_base,123,116.94812854402699,0.18409704365672402
T_pm_base,124,117.76789356372319,0.21762770947602478
T_pm_base,125,118.49495935020968,0.2505333685523879
T_pm_base,126,119.32626201305538,0.16812077172816564
T_pm_base,127,120.3630872478243,0.2096432298519645
T_pm_base,128,121.35635048034601,0.5891171512899593
T_pm_base,129,123.00104961614124,0.9182794058813883
T_pm_base,130,123.8155295024626,0.3857209511835889
