component,N,B,mean_ms,std_ms
T_quant,70,1,2.2529134328942746,0.01683729762283876
T_quant,70,2,2.3787148483097553,0.013276565552651078
T_quant,70,4,2.9393572185654193,0.016960761017622398
T_quant,71,1,2.2567780932877213,0.016671077478600912
T_quant,71,2,2.2943767171818763,0.1090880733503098
T_quant,71,4,2.9524895665235817,0.013778441435642615
T_quant,72,1,2.256113088224083,0.01877248955375494
T_quant,72,2,2.145961365895346,0.015613694090767615
T_quant,72,4,2.9750563274137676,0.02421907456682933
T_quant,73,1,2.271286395844072,0.04975613775994171
T_quant,73,2,2.1891199005767703,0.1187010982058542
T_quant,73,4,2.9892107797786593,0.03853265410668093
T_quant,74,1,2.2130557929631323,0.07302876928372383
T_quant,74,2,2.154465827625245,0.012535580708091744
T_quant,74,4,3.019200519192964,0.11049795480005209
T_quant,75,1,2.0477130194194615,0.03569193997091821
T_quant,75,2,2.167431937996298,0.04904334494069335
T_quant,75,4,3.0155132769141346,0.01871226799128379
T_quant,76,1,2.0397277316078544,0.01448452757476977
T_quant,76,2,2.1676078450400382,0.026649168116347034
T_quant,76,4,3.0327324976678938,0.02421666586841673
T_quant,77,1,2.049269611015916,0.019907073716642496
T_quant,77,2,2.1687646151985973,0.01467667556871085
T_quant,77,4,3.043752412777394,0.02245847865208613
T_quant,78,1,2.0522371272090822,0.035569893617572144
T_quant,78,2,2.1782076417002827,0.04583587285944606
T_quant,78,4,3.078864208655432,0.05542826552218978
T_quant,79,1,2.0824626833200455,0.1603828470071007
T_quant,79,2,2.1961023879703134,0.11226574939082028
T_quant,79,4,3.1031667056959122,0.13107520739095146
T_quant,80,1,2.050141383660957,0.01240393725322452
T_quant,80,2,2.183624713215977,0.03376482822397294
T_quant,80,4,3.0969573510810733,0.03281244919663247
T_quant,81,1,2.069434125442058,0.0641701270828365
T_quant,81,2,2.1881448396015912,0.03212606190830609
T_quant,81,4,3.116707861190662,0.037712174525904696
T_quant,82,1,2.05138266319409,0.01619588321921353
T_quant,82,2,2.187798572704196,0.016804669272090126
T_quant,82,4,3.13554197200574,0.04879703932751931
T_quant,83,1,2.06304456689395,0.03710304621792008
T_quant,83,2,2.198700833832845,0.057782827455586196
T_quant,83,4,3.14785641268827,0.0369113000983938
T_quant,84,1,2.072875757003203,0.11264004759687497
T_quant,84,2,2.2013715701177716,0.03954838243629246
T_quant,84,4,3.163863013032824,0.026925880943834295
T_quant,85,1,2.0609847421292216,0.013674085594065603
T_quant,85,2,2.209683005930856,0.05913804918487415
T_quant,85,4,3.1795954424887896,0.024517013383781823
T_quant,86,1,2.0650660840328783,0.03867226417303091
T_quant,86,2,2.274074361193925,0.28154452678013947
T_quant,86,4,3.1977756519336253,0.03737567241140845
T_quant,87,1,2.0654311822727323,0.018144821971762263
T_quant,87,2,2.2085552220232785,0.03805823559470789
T_quant,87,4,3.2193993078544736,0.023270638473627092
T_quant,88,1,2.104547949275002,0.11304170335913878
T_quant,88,2,2.2628473106306046,0.16576233680211142
T_quant,88,4,3.243982548592612,0.04444094818307584
T_quant,89,1,2.0724296488333493,0.012985603942374031
T_quant,89,2,2.213987004943192,0.03461706737182107
T_quant,89,4,3.2521935529075563,0.034311718953248575
T_quant,90,1,2.078055307501927,0.0213732969807474
T_quant,90,2,2.2277856990695,0.03788953441968664
T_quant,90,4,3.274374690372497,0.03418357726717749
