component,N,mean_ms,std_ms
T_proj_llm,1,20.79558577388525,0.02526511882838961
T_proj_llm,2,20.84013633430004,0.03061079663480191
T_proj_llm,3,20.909064635634422,0.1800310551233036
T_proj_llm,4,21.068020723760128,0.033570836562523305
T_proj_llm,5,21.083244867622852,0.031373155961841856
T_proj_llm,6,21.15826290100813,0.025574704126507825
T_proj_llm,7,21.107924170792103,0.03458455361636489
T_proj_llm,8,21.04377541691065,0.029416260637219773
T_proj_llm,9,21.148503944277763,0.03953884281082048
T_proj_llm,10,21.188301779329777,0.03294512921284228
T_proj_llm,11,21.100738272070885,0.03532608567881601
T_proj_llm,12,21.152636036276817,0.05680211851257208
T_proj_llm,13,21.172290481626987,0.033369002133645284
T_proj_llm,14,21.128766238689423,0.03497608583685697
T_proj_llm,15,21.09846342355013,0.03943435855770147
T_proj_llm,16,21.0030073300004,0.021850075063383767
T_proj_llm,17,20.985290221869946,0.04672756414337078
T_proj_llm,18,20.99007647484541,0.022985639193598476
T_proj_llm,19,21.18839416652918,0.1862070254391491
T_proj_llm,20,21.03025447577238,0.046637212887232306
T_proj_llm,21,21.142437681555748,0.03228984312406244
T_proj_llm,22,21.205552108585835,0.1705595035850431
T_proj_llm,23,21.130087785422802,0.03174932691690947
T_proj_llm,24,21.031841076910496,0.037656983572208376
T_proj_llm,25,21.38515580445528,0.020557581477616382
T_proj_llm,26,21.418796107172966,0.029111550601267733
T_proj_llm,27,21.407044120132923,0.03244230394864003
T_proj_llm,28,21.429854445159435,0.04379844867154554
T_proj_llm,29,21.43867388367653,0.04411495879432728
T_proj_llm,30,21.42444010823965,0.044137909173708
T_proj_llm,31,21.368117816746235,0.03929571108978475
T_proj_llm,32,21.394377946853638,0.030001770103117678
T_proj_llm,33,21.39698639512062,0.026438358699360832
T_proj_llm,34,21.422620676457882,0.041116583422793056
T_proj_llm,35,21.55439667403698,0.16934559283051517
T_proj_llm,36,21.395323984324932,0.031359146318639335
T_proj_llm,37,21.396030858159065,0.028356670819092007
T_proj_llm,38,21.56198937445879,0.1719040382981882
T_proj_llm,39,21.390585601329803,0.03275071345771022
T_proj_llm,40,21.43442314118147,0.04426731291240463
T_proj_llm,41,21.334694139659405,0.04410296856968526
T_proj_llm,42,21.6817831620574,0.005860563730908202
T_proj_llm,43,21.81065659970045,0.010010287061503288
T_proj_llm,44,21.71920146793127,0.006756203886229104
T_proj_llm,45,21.813298016786575,0.006692172063910473
T_proj_llm,46,21.7440664768219,0.00772478659131914
T_proj_llm,47,21.82694487273693,0.009251233698171645
T_proj_llm,48,22.167041152715683,0.014256955180652984
T_proj_llm,49,21.911251172423363,0.033396067847662254
T_proj_llm,50,21.848061122000217,0.09133834344564784
T_proj_llm,51,22.017665952444077,0.12438251563971257
T_proj_llm,52,21.917003393173218,0.09843960625400823
T_proj_llm,53,21.980482898652554,0.1081148079507145
T_proj_llm,54,21.970953047275543,0.11355284729348035
T_proj_llm,55,21.98113277554512,0.010573315204031836
T_proj_llm,56,21.787563525140285,0.005356910272067173
T_proj_llm,57,22.23518379032612,0.006768874637666551
T_proj_llm,58,21.966630965471268,0.0075482140945742245
T_proj_llm,59,22.31248952448368,0.0813612062835921
