component,N,mean_ms,std_ms
T_proj_llm,256,977.6824814151041,0.2953678981314205
T_proj_llm,257,1150.541580899153,0.19888321734122574
T_proj_llm,258,1018.109879095573,0.5538946658309453
T_proj_llm,259,1151.5300483093597,0.4822367278187295
T_proj_llm,260,1024.4934971095063,0.19978451105389972
T_proj_llm,261,1155.7607986149378,0.20326178244941895
T_proj_llm,262,1024.8050339869224,0.3081017464926241
T_proj_llm,263,1161.6436031996273,0.2784730999273062
T_proj_llm,264,989.0225873095915,0.1445738760661209
T_proj_llm,265,1176.4691779739223,0.3770368474689539
T_proj_llm,266,1030.7641752064228,0.2424714352924043
T_proj_llm,267,1176.555479876697,0.2839224924397492
T_proj_llm,268,1035.758593888022,0.16625688898603455
T_proj_llm,269,1181.426633882802,0.4518748023873784
T_proj_llm,270,1035.0056926021352,0.2713611559004439
T_proj_llm,271,1187.0078552165069,0.24149516220208608
T_proj_llm,272,1000.293735077139,0.21467010333100112
T_proj_llm,273,1191.2872693850659,0.8999732108586171
T_proj_llm,274,1041.7330240015872,0.26532472108002764
T_proj_llm,275,1188.0302038858645,3.484625213627244
T_proj_llm,276,1047.238909814041,0.2803386886978631
T_proj_llm,277,1189.2853868776,0.08137313778975015
T_proj_llm,278,996.2882441002876,0.424738340915194
T_proj_llm,279,1156.888054870069,0.1632439139331797
T_proj_llm,280,955.2975028986111,2.8445843053828153
T_proj_llm,281,1182.1669615106657,0.1835087556508033
T_proj_llm,282,1001.452136610169,0.12913948086949092
T_proj_llm,283,1183.4613694110885,0.19760966277734987
T_proj_llm,284,1012.1786909294315,0.07637667567400698
T_proj_llm,285,1186.616539512761,0.618388438736502
T_proj_llm,286,1006.3504503341392,0.06269773096505173
T_proj_llm,287,1194.6109650307335,0.437040702002023
T_proj_llm,288,969.0378471976146,1.2825932935676116
T_proj_llm,289,1197.994727815967,0.41748860707190205
T_proj_llm,290,1012.7458900213242,0.08455928906061978
T_proj_llm,291,1197.8461530990899,0.3781090594398245
T_proj_llm,292,1021.6045700130053,0.1326129773570874
T_proj_llm,293,1199.9708669958636,0.3515601567861099
T_proj_llm,294,1016.7418311932124,0.09695676185502781
T_proj_llm,295,1206.150056491606,0.11754305527144811
T_proj_llm,296,977.2697145934217,0.1233579014353931
T_proj_llm,297,1221.0911718080752,0.15969575041025028
T_proj_llm,298,1022.3760126857087,0.3730630019626206
T_proj_llm,299,1222.1125045209192,0.13838605104175042
T_proj_llm,300,1032.3571733781137,0.12908832605365966
T_proj_llm,301,1225.9274845127948,0.2316062982043944
T_proj_llm,302,1026.5407751081511,0.1206952044225277
T_proj_llm,303,1232.6789908926003,0.1824230961495385
T_proj_llm,304,989.2792313825339,0.14197923098627047
T_proj_llm,305,1236.4612405886874,0.2229742401513966
T_proj_llm,306,1027.7679032762535,0.07518563637960815
T_proj_llm,307,1236.9442758150399,0.1122228912107934
T_proj_llm,308,1045.140167977661,0.15496538773432922
T_proj_llm,309,1241.1952595226467,0.2090181106314823
T_proj_llm,310,1033.7414351757616,0.1384999821466762
T_proj_llm,311,1248.5574451158755,0.1366068428715829
T_proj_llm,312,1000.9988749865443,0.2762682116976422
T_proj_llm,313,1266.0782719147392,0.20791605159498175
T_proj_llm,314,1044.2440041806549,0.11806856549691895
T_proj_llm,315,1266.8686903896742,0.1555573763608594
T_proj_llm,316,1064.8655237746425,0.14633170799968576
T_proj_llm,317,1271.2828580173664,0.26319402897772787
T_proj_llm,318,1050.059510592837,0.14081265017150166
T_proj_llm,319,1278.96931450814,0.24838869029435331
T_proj_llm,320,1014.6808695979416,0.2525475165243566
T_proj_llm,321,1283.3436731016263,0.16820113986119184
T_proj_llm,322,1055.8797006844543,0.12475023880287411
T_proj_llm,323,1284.4780075945891,0.166518185974993
T_proj_llm,324,1077.2737785126083,0.1982568953675616
T_proj_llm,325,1288.570172805339,0.22505514104131236
T_proj_llm,326,1062.1387950261123,0.29688075705723793
T_proj_llm,327,1295.4871961963363,0.12053584407375621
T_proj_llm,328,1027.5936610996723,0.16087364774029458
T_proj_llm,329,1313.5389841976576,0.6032410567190348
T_proj_llm,330,1068.2805395917967,0.13855111860243055
T_proj_llm,331,1314.913713221904,0.3508266335104812
T_proj_llm,332,1092.7676055813208,0.22390652902775587
T_proj_llm,333,1320.7002563867718,0.3242112009721969
T_proj_llm,334,1075.1473685959354,0.056495423393798
T_proj_llm,335,1328.1775674084201,0.12856754990550262
T_proj_llm,336,1042.3402223968878,0.2472130087070307
T_proj_llm,337,1332.15838749893,0.24231138001779012
T_proj_llm,338,1080.9062201995403,0.1267603218051666
