component,N,topk,mean_ms,std_ms
T_pm_plus,576,165,118.03008848801255,0.22432045732746173
T_pm_plus,576,166,117.9746113717556,0.23058935255124705
T_pm_plus,576,167,118.12692722305655,0.25050860755305976
T_pm_plus,576,168,118.13061600551009,0.27960248587927294
T_pm_plus,576,169,118.13891185447574,0.15719966290010462
T_pm_plus,576,170,117.92944194748998,0.23762308169695814
T_pm_plus,576,171,118.0898548103869,0.4730590992173337
T_pm_plus,576,172,117.86762233823538,0.22960898322975637
T_pm_plus,576,173,117.82856360077858,0.23613750103599151
T_pm_plus,576,174,118.15934954211116,0.32304692480313535
T_pm_plus,576,175,117.91819399222732,0.299434805581351
T_pm_plus,576,176,117.81199537217617,0.24095515748245214
T_pm_plus,576,177,117.74169383570552,0.20740522970331404
T_pm_plus,576,178,117.88018234074116,0.23050179620948147
T_pm_plus,576,179,117.85329347476363,0.26499979786681677
T_pm_plus,576,180,117.66440765932202,0.21999811220913912
T_pm_plus,576,181,117.95822167769074,0.3497144353032779
T_pm_plus,576,182,117.79834218323231,0.20977046611556163
T_pm_plus,576,183,117.95733701437712,0.22395898066972844
T_pm_plus,576,184,117.84513508901,0.21089290913939576
T_pm_plus,576,185,117.89159439504147,0.20771084637587509
T_pm_plus,576,186,117.72274179384112,0.2619213300715481
T_pm_plus,576,187,117.8630031645298,0.22044981579773618
T_pm_plus,576,188,117.68402410671115,0.22564511313061145
T_pm_plus,576,189,117.81628048047423,0.17036351922582818
T_pm_plus,576,190,117.811896558851,0.20417826147165663
T_pm_plus,576,191,118.17215196788311,0.33469201166569534
T_pm_plus,576,192,118.15249333158135,0.2238082191909324
T_pm_plus,576,193,117.75219729170203,0.21149753270950275
T_pm_plus,576,194,117.80330091714859,0.26335534526097176
T_pm_plus,576,195,117.70206019282341,0.2428636955315426
T_pm_plus,576,196,117.7704619243741,0.2432188552327946
T_pm_plus,576,197,117.72206053137779,0.21754123134469677
T_pm_plus,576,198,117.74112563580275,0.2559482456129841
T_pm_plus,576,199,117.76738790795207,0.2114067808685036
T_pm_plus,576,200,117.7154858596623,0.2619159499237955
T_pm_plus,576,201,117.61585725471377,0.3599376574703215
T_pm_plus,576,202,117.32951141893864,0.24548557250377215
T_pm_plus,576,203,117.27011790499091,0.1878582885791469
T_pm_plus,576,204,117.4799969419837,0.1902360416990578
T_pm_plus,576,205,117.56746843457222,0.2067918661043062
T_pm_plus,576,206,117.3643758520484,0.21593716225521026
T_pm_plus,576,207,117.44545521214604,0.20444567174480177
T_pm_plus,576,208,117.47776735574007,0.19496223069094593
T_pm_plus,576,209,117.501834128052,0.1919419093395457
T_pm_plus,576,210,117.55060106515884,0.2319181304515944
T_pm_plus,576,211,117.62836389243603,0.3349448083544227
T_pm_plus,576,212,117.55382064729929,0.2187855351407884
T_pm_plus,576,213,117.38448739051819,0.2319220924943652
T_pm_plus,576,214,117.30857100337744,0.1856733286156963
T_pm_plus,576,215,117.55373133346438,0.2341660880617048
T_pm_plus,576,216,117.52163171768188,0.20959485842791256
